kind,name,source,handler,auth_dependencies,review_status,test_evidence
route,PATCH /api/v1/accounts/{username}/redis,api/routers/redis_router.py,set_redis_mem_limit,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,PATCH /api/v1/accounts/{username}/usage-limits,api/routers/usage_alerts.py,set_limits,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,PATCH /api/v1/admin/accounts/{username}/identity,api/routers/identity_admin.py,edit_identity,get_identity,reviewed-tested,Administrator-only editor; domain reservation and scoped credentials; remaining-admin-mail-review.log:51 passed
route,PATCH /api/v1/admin/accounts/{username}/passwords,api/routers/identity_admin.py,reset_password,get_identity,reviewed-tested,Administrator-only editor; domain reservation and scoped credentials; remaining-admin-mail-review.log:51 passed
route,PATCH /api/v1/admin/branding,api/routers/branding.py,set_branding,get_identity,reviewed-fixed,SVG vocabulary and CSP reviewed; 45 branding cases in imap-branding-review.log plus bounded upload test
route,PATCH /api/v1/admin/monitoring/settings,api/routers/monitoring.py,set_settings,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,PATCH /api/v1/admin/notifications/settings,api/routers/notifications.py,set_settings,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
route,PATCH /api/v1/admin/plans/{plan_id},api/routers/plans.py,update_plan,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,PATCH /api/v1/admin/resellers/{reseller_id},api/routers/resellers.py,update_reseller,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,PATCH /api/v1/admin/webhooks/{webhook_id},api/routers/webhooks.py,update_webhook,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,PATCH /api/v1/cloudflare/accounts/{account_id},api/routers/cloudflare.py,set_account,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,PATCH /api/v1/cloudflare/lockdown,api/routers/cloudflare.py,lockdown,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,PATCH /api/v1/cloudflare/settings,api/routers/cloudflare.py,set_settings,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,PATCH /api/v1/spamfilter/global-default,api/routers/email.py,set_global_default,get_identity,reviewed-fixed,"spam-filter consistency hardening: 89 mail/spamfilter/RPC-authority tests; VM canary verified per-domain prefs/DB rollback, global local.cf lint-before-apply, global DB failure restore, and primary hashes deployed"
route,PATCH /files,api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,PATCH /files/{path:path},api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,POST /api/v1/2fa/disable,api/routers/twofactor.py,disable,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
route,POST /api/v1/2fa/setup,api/routers/twofactor.py,setup,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
route,POST /api/v1/2fa/verify,api/routers/twofactor.py,verify,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
route,POST /api/v1/accounts,api/routers/accounts.py,create_account,get_identity,reviewed-tested,"Reviewed admin/account access, scoped listings and root dispatch; account quota/lifecycle and root-authority regressions recorded"
route,POST /api/v1/accounts/namespace/bulk-enable,api/routers/accounts.py,trigger_namespace_bulk_enable,get_identity,reviewed-tested,"Reviewed admin/account access, scoped listings and root dispatch; account quota/lifecycle and root-authority regressions recorded"
route,POST /api/v1/accounts/{username}/apps/node,api/routers/nodeapps.py,create_node_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/apps/node/{app_id}/npm-install,api/routers/nodeapps.py,npm_install_node_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/apps/node/{app_id}/restart,api/routers/nodeapps.py,restart_node_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/apps/node/{app_id}/start,api/routers/nodeapps.py,start_node_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/apps/node/{app_id}/stop,api/routers/nodeapps.py,stop_node_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/apps/python,api/routers/pythonapps.py,create_python_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/apps/python/{app_id}/pip-install,api/routers/pythonapps.py,pip_install_python_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/apps/python/{app_id}/restart,api/routers/pythonapps.py,restart_python_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/apps/python/{app_id}/start,api/routers/pythonapps.py,start_python_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/apps/python/{app_id}/stop,api/routers/pythonapps.py,stop_python_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,POST /api/v1/accounts/{username}/backups,api/routers/account_backups.py,trigger_backup,get_identity,pending,
route,POST /api/v1/accounts/{username}/backups/snapshots/restores/{restore_id}/undo,api/routers/account_backups.py,undo_snapshot_restore,get_identity,pending,
route,POST /api/v1/accounts/{username}/backups/snapshots/runs/{run_id}/restore,api/routers/account_backups.py,restore_snapshot,get_identity,pending,
route,POST /api/v1/accounts/{username}/backups/{job_id}/restore,api/routers/account_backups.py,trigger_restore,get_identity,pending,
route,POST /api/v1/accounts/{username}/composer,api/routers/devtools.py,run_composer,get_identity,reviewed-tested,wordpress-tools-review.log:57 passed; account-scoped command jobs and tenant execution
route,POST /api/v1/accounts/{username}/crons,api/routers/cron.py,add_cron,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,POST /api/v1/accounts/{username}/databases,api/routers/databases.py,create_database,get_identity,reviewed-fixed,"database/FTP lifecycle hardening: 47 database/FTP/RPC-authority tests; VM canary forced post-create bookkeeping failures and external delete failures, proving created DB/FTP objects are cleaned up or rows retained for retry; primary hashes deployed"
route,POST /api/v1/accounts/{username}/databases/{name}/password,api/routers/databases.py,change_password,get_identity,reviewed-fixed,"database/FTP lifecycle hardening: 47 database/FTP/RPC-authority tests; VM canary forced post-create bookkeeping failures and external delete failures, proving created DB/FTP objects are cleaned up or rows retained for retry; primary hashes deployed"
route,POST /api/v1/accounts/{username}/databases/{name}/pma-token,api/routers/pma.py,create_pma_token,get_identity,reviewed-fixed,"PMA token hardening: 18 PMA unit/sign-on tests plus 1 exact-grant MariaDB test; VM token canary minted temp DB token, verified 0640 regular token file, expired cleanup dropped ephemeral DB user/file/row and dropped temp DB; primary hash deployed"
